ensembl_gene_id,ensembl_transcript_id,chromosome_name,start_position,end_position,hgnc_symbol,hgnc_id,strand,gene_biotype
ENSG00000160294,ENST00000467026,21,46235126,46286297,MCM3AP,HGNC:6946,-1,protein_coding
ENSG00000160294,ENST00000496607,21,46235126,46286297,MCM3AP,HGNC:6946,-1,protein_coding
ENSG00000160294,ENST00000486937,21,46235126,46286297,MCM3AP,HGNC:6946,-1,protein_coding
ENSG00000160294,ENST00000397708,21,46235126,46286297,MCM3AP,HGNC:6946,-1,protein_coding
ENSG00000160294,ENST00000481113,21,46235126,46286297,MCM3AP,HGNC:6946,-1,protein_coding
ENSG00000160294,ENST00000494755,21,46235126,46286297,MCM3AP,HGNC:6946,-1,protein_coding
ENSG00000160294,ENST00000479557,21,46235126,46286297,MCM3AP,HGNC:6946,-1,protein_coding
ENSG00000160294,ENST00000426537,21,46235126,46286297,MCM3AP,HGNC:6946,-1,protein_coding
ENSG00000160294,ENST00000495475,21,46235126,46286297,MCM3AP,HGNC:6946,-1,protein_coding
ENSG00000160294,ENST00000291688,21,46235126,46286297,MCM3AP,HGNC:6946,-1,protein_coding
ENSG00000281420,ENST00000626421,21,43748365,43748468,,,-1,pseudogene
ENSG00000160183,ENST00000476848,21,42371890,42396846,TMPRSS3,HGNC:11877,-1,protein_coding
ENSG00000160183,ENST00000474596,21,42371890,42396846,TMPRSS3,HGNC:11877,-1,protein_coding
ENSG00000160183,ENST00000482761,21,42371890,42396846,TMPRSS3,HGNC:11877,-1,protein_coding
ENSG00000160183,ENST00000398405,21,42371890,42396846,TMPRSS3,HGNC:11877,-1,protein_coding
ENSG00000160183,ENST00000433957,21,42371890,42396846,TMPRSS3,HGNC:11877,-1,protein_coding
ENSG00000160183,ENST00000291532,21,42371890,42396846,TMPRSS3,HGNC:11877,-1,protein_coding
ENSG00000160183,ENST00000398397,21,42371890,42396846,TMPRSS3,HGNC:11877,-1,protein_coding
ENSG00000160183,ENST00000478680,21,42371890,42396846,TMPRSS3,HGNC:11877,-1,protein_coding
ENSG00000223262,ENST00000411330,21,42221173,42221286,RNA5SP492,HGNC:43392,1,rRNA
ENSG00000251851,ENST00000516042,21,20355748,20355852,RNU6-772P,HGNC:47735,-1,snRNA
ENSG00000264462,ENST00000581792,21,8986999,8987178,MIR3648-2,HGNC:50843,1,miRNA
ENSG00000277739,ENST00000610460,21,8256781,8256933,RNA5-8S5,HGNC:37660,1,rRNA
ENSG00000277739,ENST00000610460,21,8256781,8256933,RNA5-8S4,HGNC:44285,1,rRNA
ENSG00000277739,ENST00000610460,21,8256781,8256933,RNA5-8SN1,HGNC:53517,1,rRNA
ENSG00000277739,ENST00000610460,21,8256781,8256933,RNA5-8SN2,HGNC:53521,1,rRNA
ENSG00000277739,ENST00000610460,21,8256781,8256933,RNA5-8SN3,HGNC:53525,1,rRNA
ENSG00000277739,ENST00000610460,21,8256781,8256933,RNA5-8SN4,HGNC:53529,1,rRNA
ENSG00000277739,ENST00000610460,21,8256781,8256933,RNA5-8SN5,HGNC:53533,1,rRNA
ENSG00000211590,ENST00000390235,21,35720715,35720808,MIR802,HGNC:33140,1,miRNA
ENSG00000239415,ENST00000447037,21,46251549,46254133,,,-1,antisense_RNA
ENSG00000239415,ENST00000430259,21,46251549,46254133,,,-1,antisense_RNA
ENSG00000227438,ENST00000454245,21,46093264,46097530,,,-1,antisense_RNA
ENSG00000277117,ENST00000612610,21,5022493,5040666,,,1,protein_coding
ENSG00000277117,ENST00000623960,21,5022493,5040666,,,1,protein_coding
ENSG00000277117,ENST00000623903,21,5022493,5040666,,,1,protein_coding
ENSG00000277117,ENST00000623795,21,5022493,5040666,,,1,protein_coding
ENSG00000277117,ENST00000620481,21,5022493,5040666,,,1,protein_coding
ENSG00000277572,ENST00000613590,21,14075950,14076038,,,-1,misc_RNA
ENSG00000224247,ENST00000433588,21,15493932,15496124,,,-1,lincRNA
ENSG00000160223,ENST00000344330,21,44222991,44240966,ICOSLG,HGNC:17087,-1,protein_coding
ENSG00000160223,ENST00000407780,21,44222991,44240966,ICOSLG,HGNC:17087,-1,protein_coding
ENSG00000160223,ENST00000400379,21,44222991,44240966,ICOSLG,HGNC:17087,-1,protein_coding
ENSG00000160223,ENST00000400377,21,44222991,44240966,ICOSLG,HGNC:17087,-1,protein_coding
ENSG00000241945,ENST00000291576,21,44107290,44131181,PWP2,HGNC:9711,1,protein_coding
ENSG00000241945,ENST00000456705,21,44107290,44131181,PWP2,HGNC:9711,1,protein_coding
ENSG00000241945,ENST00000486126,21,44107290,44131181,PWP2,HGNC:9711,1,protein_coding
ENSG00000241945,ENST00000471490,21,44107290,44131181,PWP2,HGNC:9711,1,protein_coding
ENSG00000241945,ENST00000494310,21,44107290,44131181,PWP2,HGNC:9711,1,protein_coding
ENSG00000241945,ENST00000476948,21,44107290,44131181,PWP2,HGNC:9711,1,protein_coding
ENSG00000252950,ENST00000517141,21,32563075,32563210,RNA5SP490,HGNC:43390,1,rRNA
ENSG00000266195,ENST00000583100,21,17506453,17506728,RN7SL163P,HGNC:46179,1,misc_RNA
ENSG00000173276,ENST00000398505,21,41986831,42010387,ZBTB21,HGNC:13083,-1,protein_coding
ENSG00000173276,ENST00000310826,21,41986831,42010387,ZBTB21,HGNC:13083,-1,protein_coding
ENSG00000173276,ENST00000398499,21,41986831,42010387,ZBTB21,HGNC:13083,-1,protein_coding
ENSG00000173276,ENST00000398511,21,41986831,42010387,ZBTB21,HGNC:13083,-1,protein_coding
ENSG00000173276,ENST00000465968,21,41986831,42010387,ZBTB21,HGNC:13083,-1,protein_coding
ENSG00000173276,ENST00000425521,21,41986831,42010387,ZBTB21,HGNC:13083,-1,protein_coding
ENSG00000173276,ENST00000449949,21,41986831,42010387,ZBTB21,HGNC:13083,-1,protein_coding
ENSG00000173276,ENST00000398497,21,41986831,42010387,ZBTB21,HGNC:13083,-1,protein_coding
ENSG00000205424,ENST00000380008,21,45827961,45836419,,,-1,antisense_RNA
ENSG00000237444,ENST00000423389,21,25031005,25031529,,,-1,processed_pseudogene
ENSG00000279064,ENST00000623723,21,5707004,5709456,,,-1,lincRNA
ENSG00000238265,ENST00000419069,21,21723293,21737319,LINC00317,HGNC:23126,-1,lincRNA
ENSG00000237527,ENST00000416182,21,21655038,21686329,,,-1,lincRNA
ENSG00000231755,ENST00000447175,21,17835016,17885608,CHODL-AS1,HGNC:1279,-1,lincRNA
ENSG00000212136,ENST00000390834,21,37045530,37045636,RNU6-696P,HGNC:47659,1,snRNA
ENSG00000201984,ENST00000365114,21,29139283,29139384,,,-1,misc_RNA
ENSG00000215424,ENST00000590829,21,46229217,46259390,MCM3AP-AS1,HGNC:16417,1,antisense_RNA
ENSG00000215424,ENST00000591223,21,46229217,46259390,MCM3AP-AS1,HGNC:16417,1,antisense_RNA
ENSG00000215424,ENST00000414659,21,46229217,46259390,MCM3AP-AS1,HGNC:16417,1,antisense_RNA
ENSG00000215424,ENST00000432735,21,46229217,46259390,MCM3AP-AS1,HGNC:16417,1,antisense_RNA
ENSG00000215424,ENST00000444998,21,46229217,46259390,MCM3AP-AS1,HGNC:16417,1,antisense_RNA
ENSG00000215424,ENST00000455567,21,46229217,46259390,MCM3AP-AS1,HGNC:16417,1,antisense_RNA
ENSG00000215424,ENST00000421927,21,46229217,46259390,MCM3AP-AS1,HGNC:16417,1,antisense_RNA
ENSG00000215424,ENST00000588753,21,46229217,46259390,MCM3AP-AS1,HGNC:16417,1,antisense_RNA
ENSG00000215424,ENST00000420074,21,46229217,46259390,MCM3AP-AS1,HGNC:16417,1,antisense_RNA
ENSG00000228137,ENST00000444966,21,46246890,46247682,,,1,antisense_RNA
ENSG00000160182,ENST00000291527,21,42362282,42366594,TFF1,HGNC:11755,-1,protein_coding
ENSG00000226115,ENST00000435738,21,46056516,46057567,,,1,lincRNA
ENSG00000280019,ENST00000624484,21,6272135,6276532,,,-1,unprocessed_pseudogene
ENSG00000280179,ENST00000623297,21,6084364,6091407,,,-1,lincRNA
ENSG00000280179,ENST00000624872,21,6084364,6091407,,,-1,lincRNA
ENSG00000280095,ENST00000623983,21,6081193,6082585,,,1,lincRNA
ENSG00000230379,ENST00000454182,21,24938431,24992817,,,-1,lincRNA
ENSG00000230379,ENST00000441666,21,24938431,24992817,,,-1,lincRNA
ENSG00000230379,ENST00000444178,21,24938431,24992817,,,-1,lincRNA
ENSG00000233206,ENST00000413190,21,20430443,20430762,RPS3AP1,HGNC:10422,-1,processed_pseudogene
ENSG00000234439,ENST00000447938,21,20424949,20426206,KRT18P2,HGNC:6435,-1,processed_pseudogene
ENSG00000233676,ENST00000425091,21,20388334,20388845,FDPSP6,HGNC:3637,1,processed_pseudogene
ENSG00000276546,ENST00000619005,21,7663911,7664011,,,-1,misc_RNA
ENSG00000228404,ENST00000415026,21,46185079,46188941,,,1,antisense_RNA
ENSG00000278903,ENST00000624576,21,6318434,6360415,,,1,lincRNA
ENSG00000278903,ENST00000623738,21,6318434,6360415,,,1,lincRNA
ENSG00000278903,ENST00000623989,21,6318434,6360415,,,1,lincRNA
ENSG00000278903,ENST00000624165,21,6318434,6360415,,,1,lincRNA
ENSG00000278903,ENST00000624847,21,6318434,6360415,,,1,lincRNA
ENSG00000276873,ENST00000616808,21,39171462,39171560,,,-1,misc_RNA
ENSG00000207416,ENST00000384685,21,36986739,36986851,,,-1,misc_RNA
ENSG00000233767,ENST00000428242,21,46072085,46072248,PSMA6P3,HGNC:39608,-1,processed_pseudogene
ENSG00000228235,ENST00000429512,21,46052596,46053105,,,1,lincRNA
ENSG00000224413,ENST00000451618,21,46037052,46039807,,,1,lincRNA
ENSG00000154727,ENST00000354828,21,25734570,25772460,GABPA,HGNC:4071,1,protein_coding
ENSG00000154727,ENST00000400075,21,25734570,25772460,GABPA,HGNC:4071,1,protein_coding
ENSG00000154727,ENST00000487266,21,25734570,25772460,GABPA,HGNC:4071,1,protein_coding
ENSG00000154721,ENST00000400532,21,25639272,25717562,JAM2,HGNC:14686,1,protein_coding
ENSG00000154721,ENST00000480456,21,25639272,25717562,JAM2,HGNC:14686,1,protein_coding
ENSG00000154721,ENST00000460679,21,25639272,25717562,JAM2,HGNC:14686,1,protein_coding
ENSG00000154721,ENST00000492962,21,25639272,25717562,JAM2,HGNC:14686,1,protein_coding
ENSG00000154721,ENST00000477351,21,25639272,25717562,JAM2,HGNC:14686,1,protein_coding
ENSG00000154721,ENST00000471689,21,25639272,25717562,JAM2,HGNC:14686,1,protein_coding
ENSG00000154721,ENST00000312957,21,25639272,25717562,JAM2,HGNC:14686,1,protein_coding
ENSG00000227054,ENST00000450769,21,25692180,25692554,FDX1P2,HGNC:3641,1,processed_pseudogene
ENSG00000280191,ENST00000624561,21,6060340,6076305,LINC01669,HGNC:52457,1,lincRNA
ENSG00000280191,ENST00000624105,21,6060340,6076305,LINC01669,HGNC:52457,1,lincRNA
ENSG00000280191,ENST00000624113,21,6060340,6076305,LINC01669,HGNC:52457,1,lincRNA
ENSG00000280191,ENST00000623161,21,6060340,6076305,LINC01669,HGNC:52457,1,lincRNA
ENSG00000280191,ENST00000623549,21,6060340,6076305,LINC01669,HGNC:52457,1,lincRNA
ENSG00000271486,ENST00000603349,21,19620695,19621545,,,1,processed_pseudogene
ENSG00000199806,ENST00000362936,21,36851911,36852028,RNA5SP491,HGNC:43391,1,rRNA
ENSG00000264002,ENST00000584271,21,9902344,9902627,RN7SL52P,HGNC:46068,-1,misc_RNA
ENSG00000200754,ENST00000363884,21,17527140,17527247,,,-1,misc_RNA
ENSG00000207476,ENST00000384745,21,13621577,13621683,RNU6-286P,HGNC:47249,1,snRNA
ENSG00000201025,ENST00000364155,21,16284696,16284768,SNORD74B,HGNC:52234,-1,snoRNA
ENSG00000212609,ENST00000391307,21,19345148,19345312,RNU1-139P,HGNC:48481,1,snRNA
ENSG00000244294,ENST00000467060,21,33918995,33919338,RN7SL740P,HGNC:46756,-1,misc_RNA
ENSG00000207147,ENST00000384418,21,40513144,40513279,,,1,snoRNA
ENSG00000233236,ENST00000436373,21,20256752,20258820,LINC02573,HGNC:53730,-1,lincRNA
ENSG00000229336,ENST00000282964,21,19739709,19740150,,,1,processed_pseudogene
ENSG00000154646,ENST00000284885,21,18269116,18485879,TMPRSS15,HGNC:9490,-1,protein_coding
ENSG00000154646,ENST00000422787,21,18269116,18485879,TMPRSS15,HGNC:9490,-1,protein_coding
ENSG00000154646,ENST00000474775,21,18269116,18485879,TMPRSS15,HGNC:9490,-1,protein_coding
ENSG00000160305,ENST00000400274,21,46458899,46569852,DIP2A,HGNC:17217,1,protein_coding
ENSG00000160305,ENST00000457905,21,46458899,46569852,DIP2A,HGNC:17217,1,protein_coding
ENSG00000160305,ENST00000466639,21,46458899,46569852,DIP2A,HGNC:17217,1,protein_coding
ENSG00000160305,ENST00000435722,21,46458899,46569852,DIP2A,HGNC:17217,1,protein_coding
ENSG00000160305,ENST00000417564,21,46458899,46569852,DIP2A,HGNC:17217,1,protein_coding
ENSG00000160305,ENST00000473752,21,46458899,46569852,DIP2A,HGNC:17217,1,protein_coding
ENSG00000160305,ENST00000494435,21,46458899,46569852,DIP2A,HGNC:17217,1,protein_coding
ENSG00000160305,ENST00000480553,21,46458899,46569852,DIP2A,HGNC:17217,1,protein_coding
ENSG00000160305,ENST00000472364,21,46458899,46569852,DIP2A,HGNC:17217,1,protein_coding
ENSG00000160305,ENST00000481883,21,46458899,46569852,DIP2A,HGNC:17217,1,protein_coding
ENSG00000160305,ENST00000478105,21,46458899,46569852,DIP2A,HGNC:17217,1,protein_coding
ENSG00000160305,ENST00000479654,21,46458899,46569852,DIP2A,HGNC:17217,1,protein_coding
ENSG00000280082,ENST00000623768,21,15346652,15346738,,,1,TEC
ENSG00000252045,ENST00000516236,21,32538299,32538434,,,1,snoRNA
ENSG00000207097,ENST00000384369,21,13047583,13047689,RNU6-614P,HGNC:47577,1,snRNA
ENSG00000274484,ENST00000613803,21,7474394,7474494,,,1,misc_RNA
ENSG00000160180,ENST00000518498,21,42311667,42315651,TFF3,HGNC:11757,-1,protein_coding
ENSG00000160180,ENST00000489676,21,42311667,42315651,TFF3,HGNC:11757,-1,protein_coding
ENSG00000160180,ENST00000398431,21,42311667,42315651,TFF3,HGNC:11757,-1,protein_coding
ENSG00000160180,ENST00000291525,21,42311667,42315651,TFF3,HGNC:11757,-1,protein_coding
ENSG00000232512,ENST00000453802,21,25095022,25103670,,,1,lincRNA
ENSG00000232512,ENST00000418942,21,25095022,25103670,,,1,lincRNA
ENSG00000224832,ENST00000416218,21,24304550,24321377,LINC01689,HGNC:52476,-1,lincRNA
ENSG00000157617,ENST00000449165,21,41885112,41953890,C2CD2,HGNC:1266,-1,protein_coding
ENSG00000157617,ENST00000329623,21,41885112,41953890,C2CD2,HGNC:1266,-1,protein_coding
ENSG00000157617,ENST00000380486,21,41885112,41953890,C2CD2,HGNC:1266,-1,protein_coding
ENSG00000157617,ENST00000482186,21,41885112,41953890,C2CD2,HGNC:1266,-1,protein_coding
ENSG00000157617,ENST00000482084,21,41885112,41953890,C2CD2,HGNC:1266,-1,protein_coding
ENSG00000157617,ENST00000467074,21,41885112,41953890,C2CD2,HGNC:1266,-1,protein_coding
ENSG00000157617,ENST00000490479,21,41885112,41953890,C2CD2,HGNC:1266,-1,protein_coding
ENSG00000157617,ENST00000478372,21,41885112,41953890,C2CD2,HGNC:1266,-1,protein_coding
ENSG00000184856,ENST00000419431,21,22098617,22116528,LINC00308,HGNC:16023,1,lincRNA
ENSG00000276738,ENST00000615444,21,20597953,20598163,,,1,processed_pseudogene
ENSG00000199962,ENST00000363092,21,17576798,17576906,,,1,misc_RNA
ENSG00000275215,ENST00000613359,21,8395607,8395759,RNA5-8S5,HGNC:37660,1,rRNA
ENSG00000275215,ENST00000613359,21,8395607,8395759,RNA5-8S4,HGNC:44285,1,rRNA
ENSG00000275215,ENST00000613359,21,8395607,8395759,RNA5-8SN1,HGNC:53517,1,rRNA
ENSG00000275215,ENST00000613359,21,8395607,8395759,RNA5-8SN2,HGNC:53521,1,rRNA
ENSG00000275215,ENST00000613359,21,8395607,8395759,RNA5-8SN3,HGNC:53525,1,rRNA
ENSG00000275215,ENST00000613359,21,8395607,8395759,RNA5-8SN4,HGNC:53529,1,rRNA
ENSG00000275215,ENST00000613359,21,8395607,8395759,RNA5-8SN5,HGNC:53533,1,rRNA
ENSG00000237338,ENST00000446649,21,46151614,46152647,FTCD-AS1,HGNC:40243,1,antisense_RNA
ENSG00000260583,ENST00000567517,21,25582770,25583326,,,-1,antisense_RNA
ENSG00000280433,ENST00000623998,21,5155499,5165472,,,-1,protein_coding
ENSG00000280433,ENST00000623744,21,5155499,5165472,,,-1,protein_coding
ENSG00000279669,ENST00000623753,21,5232668,5243833,,,-1,lincRNA
ENSG00000279094,ENST00000624261,21,5499151,5502542,LINC01670,HGNC:52458,-1,lincRNA
ENSG00000279094,ENST00000624859,21,5499151,5502542,LINC01670,HGNC:52458,-1,lincRNA
ENSG00000279094,ENST00000623227,21,5499151,5502542,LINC01670,HGNC:52458,-1,lincRNA
ENSG00000227716,ENST00000433101,21,23477641,23490724,,,1,lincRNA
ENSG00000231986,ENST00000441465,21,23888798,23890541,,,-1,lincRNA
ENSG00000224860,ENST00000433312,21,13824406,13825635,GXYLT1P2,HGNC:39677,-1,processed_pseudogene
ENSG00000244025,ENST00000334063,21,30491464,30491985,KRTAP19-3,HGNC:18938,-1,protein_coding
ENSG00000186965,ENST00000334055,21,30487057,30487436,KRTAP19-2,HGNC:18937,-1,protein_coding
ENSG00000182670,ENST00000492275,21,37073226,37203112,TTC3,HGNC:12393,1,protein_coding
ENSG00000182670,ENST00000418766,21,37073226,37203112,TTC3,HGNC:12393,1,protein_coding
ENSG00000182670,ENST00000485402,21,37073226,37203112,TTC3,HGNC:12393,1,protein_coding
ENSG00000182670,ENST00000450533,21,37073226,37203112,TTC3,HGNC:12393,1,protein_coding
ENSG00000182670,ENST00000438055,21,37073226,37203112,TTC3,HGNC:12393,1,protein_coding
ENSG00000182670,ENST00000463216,21,37073226,37203112,TTC3,HGNC:12393,1,protein_coding
ENSG00000182670,ENST00000481605,21,37073226,37203112,TTC3,HGNC:12393,1,protein_coding
ENSG00000182670,ENST00000494243,21,37073226,37203112,TTC3,HGNC:12393,1,protein_coding
ENSG00000182670,ENST00000540756,21,37073226,37203112,TTC3,HGNC:12393,1,protein_coding
ENSG00000182670,ENST00000399010,21,37073226,37203112,TTC3,HGNC:12393,1,protein_coding
ENSG00000182670,ENST00000399017,21,37073226,37203112,TTC3,HGNC:12393,1,protein_coding
